h0,h1,h2
0.174443007,-0.0821352974,-0.0763040185
-0.046183046,0.0932915583,0.00891320687
0.116047978,0.00630985759,-0.0226762109
0.139968112,0.215436101,-0.118731946
0.27268368,-0.0416424312,0.0795825422
0.0200656913,-0.245701462,-0.0581434369
0.00492578465,0.0690072328,-0.0393400826
-0.02973154,0.0781793222,-0.00252527581
0.24950859,0.160253853,0.0490233526
-0.0846741349,0.256403357,-0.114231519
-0.0590034239,-0.204366341,-0.106364511
-0.0111362711,0.0190949701,-0.0655635223
-0.0212625787,-0.139586091,-0.0230454747
-0.0409595706,-0.0537938662,0.0194509644
0.141482979,0.0276088193,-0.0461916849
-0.108232632,0.0213696081,-0.0288897939
0.104198053,0.0446707606,0.077393882
0.202050537,-0.231725991,-0.128614604
0.159190089,-0.0657480508,0.00922058057
0.0675946549,-0.00385213969,-0.166214436
0.0479863212,0.0782082602,-0.236219674
0.242978141,0.0120060416,-0.0500863567
0.0976462364,-0.0988822654,-0.0774743706
0.22039704,-0.131236345,0.0815838128
-0.0269311629,0.0337442383,-0.0965949744
-0.011184507,-0.273620278,0.000847738062
0.169052914,-0.231278032,0.010766332
0.170699045,-0.138880402,-0.0157092847
-0.0877422541,0.243489668,-0.129763573
-0.0273162089,-0.0610846505,-0.144117892
0.0457298793,0.237837717,-0.106578656
0.0371981934,0.171958938,-0.0721401721
-0.12703152,-0.110268839,-0.115478076
0.209701449,-0.218306869,-0.047363162
0.439932019,-0.098030135,-0.171686023
-0.125692919,0.118221395,-0.0175210144
-0.185613558,0.0913558528,-0.0361319594
0.0761622861,-0.0464528389,-0.0655531362
0.107262447,-0.000574551465,-0.0567087866
0.112472303,0.0251664408,-0.0681046173
-0.281613261,0.18483761,-0.144843653
-0.447596103,0.186571628,-0.34614858
-0.0451231115,-0.0750749856,0.0755824894
0.00970346946,-0.0133567369,-0.0313023254
-0.0593754053,-0.0513960384,-0.200476602
-0.0198363587,-0.179395378,-0.011994265
-0.0447990112,-0.0347134098,-0.169247314
